recipe_id,ingredient_id,quantity
709,203,20g
709,1306,20g
709,1068,2大匙
709,45,1茶匙
709,206,1/2茶匙
709,17,適量
709,77,適量
710,1306,2塊
710,312,2茶匙
710,127,800ml
711,652,500克
711,1861,6顆
711,14,2瓣
711,176,3大匙
711,18,3大匙
711,9,1/2大匙
711,24,300cc
711,256,適量
712,257,300 克
712,167,3 克
712,17,5克
712,19,18克
712,276,30克
712,109,216毫升
713,3,3顆
713,658,1顆
713,1862,4片
713,17,適量
714,151,450克
714,162,3-4朵
714,148,13克
714,1863,2大匙
714,444,180克
714,1864,70克
714,1865,250克
714,1333,1-2小匙
714,19,1匙
714,18,0-1匙
714,31,半小匙
714,32,100-110克
714,1866,20毫升
715,187,200克
715,1867,100克
715,52,100克
715,289,20克
715,17,1小匙
715,256,1小匙
715,24,2大匙
716,35,1大匙
716,155,1大匙
716,62,2大匙
716,10,90-110CC
716,1868,一點
716,1869,1瓣切碎
716,1870,各1大匙
716,1871,10-15粒
716,1872,少許
716,336,一個
716,584,一些
716,32,150CC
716,862,3大匙
716,473,3大匙
716,1873,適量
716,19,1/4小匙
716,18,1大匙
717,1874,2條
717,90,1包
717,1667,3條
717,1668,6顆
717,1875,1顆
717,1876,1湯匙
717,1877,1湯匙
717,1878,2小塊
717,1879,3小塊
717,105,500公克
717,120,適量
717,1880,2顆
718,379,2個
718,3,2個
718,208,40克
718,326,50克
718,309,80克
718,109,70c.c.
718,307,少許
719,1881,200毫升
719,10,700毫升
719,154,1湯匙
719,1882,8片
719,1883,2條
719,637,2棵
719,1884,1盒
719,709,1包
719,1885,隨意
720,2,280克
720,178,200毫升
720,3,3顆
720,1549,2小匙
720,141,3顆
720,1331,4大匙
720,1332,20顆
720,1551,12顆
721,1170,100克
721,3,4顆
721,18,2大匙
721,26,1小匙
721,19,1小匙
721,155,1大匙
721,480,1小匙
722,276,115克
722,1573,100克
722,208,14克
722,1290,47克
722,182,5克
722,69,90
722,309,50克
722,1358,2克
722,1131,1克
722,95,1.5克
722,1886,120克
722,1887,8克
722,310,5克
722,1888,80克
722,1889,7顆
723,15,6片
723,105,2片
723,162,8朵
723,1890,1.2杯
723,18,1匙
723,876,適量
723,291,1小匙
724,524,4片
724,203,20朵
724,368,12顆
724,210,1包
724,97,1盒
724,15,8片
724,95,適量
725,1886,260克
725,276,100克
725,384,3顆
725,69,90克
725,27,50克
725,17,2克
725,442,3克
725,182,3克
725,1891,個人喜好
726,104,1朵
726,784,1/4
726,42,適量
726,52,適量
726,1892,1朵
726,3,1顆
727,1893,266g
727,10,166g
727,257,200g
727,95,3g
727,352,4g
727,223,100g
727,336,90g
727,1564,200g
727,259,20g
727,1894,12g
727,1565,適量
728,69,120g
728,307,45g
728,10,10g
728,276,15g
728,1895,100g
728,309,40g
728,1896,20g
728,17,1g
729,281,2顆
729,3,2顆
729,429,1盒
729,43,1支
729,657,適量
729,137,適量
729,18,1湯匙
729,1687,2小匙
730,368,10顆
730,1897,1/4碗
730,1898,200g
730,1306,10片
730,10,1500cc
731,281,2顆
731,718,1大匙
731,1205,大匙
731,68,1小匙
731,248,1包
732,84,1/6顆（切絲）
732,203,四朵
732,370,兩杯
732,1899,兩大匙
732,1900,兩大匙
732,256,1/2小匙
733,1901,600克
733,1902,7條
733,36,1把
733,220,5片
733,1549,1小匙
733,1903,1大匙
733,24,3大匙
733,787,3/4大匙
733,31,1/3小匙
734,1904,適量
734,884,200克
734,10,100克
734,548,1碗
734,1905,適量
735,1906,1斤(22顆)
735,1907,400克
735,155,適量
736,423,250g
736,114,1盒
736,290,3g
736,380,1.5大匙
736,66,1/2根
736,10,600cc
736,24,2大匙
737,1908,50公克
737,257,500公克
737,352,5公克
737,10,275公克
737,1457,240公克
738,336,1顆
738,114,1塊
738,1909,半片
738,1398,適量
738,77,1大匙
738,520,1小匙
738,138,適量
739,281,2顆
739,713,10支
739,707,10顆
739,1347,1支
739,657,依喜好
739,1910,2把
739,876,1大匙
740,107,200克
740,1911,450毫升
740,1886,230克
740,309,240克
740,1912,30克
740,442,7.5克
740,208,40克
740,17,2克
740,1913,適量
741,1914,3隻
741,1907,1包
742,216,150g
742,179,100g
742,317,50g
742,336,1顆
742,19,30g
742,298,1大匙
742,17,1/8 小匙
742,1812,30g
743,1915,200g
743,79,3瓣
743,1890,1米杯
743,10,1.8米杯
743,1916,1小匙
743,1917,1小匙
743,1918,1/2塊
743,154,20g
743,62,1小匙
743,336,1顆
743,317,200g
743,17,1/2小匙
743,480,1/2小匙
743,1919,撒個幾下
744,749,3株
744,1920,1.5碗
744,3,1顆
744,17,1.5匙
745,1921,6片(看個人需求調整
745,1653,適量
745,3,1 個
745,127,少許
745,1922,1支
745,1923,1支
745,1905,1支
745,1924,1個
745,1925,1個
745,1926,適量
745,1927,1個
746,113,2片
746,114,1塊
746,17,3小匙
746,138,2小匙
746,3,1顆
747,295,150克
747,52,1/4根
747,1080,1塊
747,14,2瓣
747,18,0.5湯匙
747,17,1茶匙
747,256,少許
748,1454,1
748,1928,0.5顆
748,14,2
748,268,2根
748,138,小匙
748,24,1湯匙
749,1332,15顆
749,178,700CC
750,3,2顆
750,281,2顆
750,43,1根
750,10,1碗
750,27,1湯匙
750,255,2大匙
751,170,100g
751,1929,少許
751,21,1小匙
751,1092,適量
752,337,6吋
752,1930,4個
752,309,70g
752,27,30g
752,154,25g
752,1931,100g
752,1932,140g
752,314,10g
752,216,250g
752,1933,8支
752,179,150g
752,1934,20g
752,1935,10g
752,1936,80g
753,266,60g
753,287,兩片大約60g
753,97,½塊
753,1798,½塊
753,1937,20g
753,43,2根
753,14,5顆
753,384,2顆
753,1938,各50g
753,609,2大匙約30g
753,1939,各一小匙(各約5g)
753,176,1大匙(30g)
753,18,2大匙(約60g)
753,153,1大匙(約30g)
753,155,8大匙
753,10,16大匙(太白粉1：
754,71,1盒
754,89,1包
754,36,小把
754,14,6-7瓣
754,520,20克
754,1940,20克
754,876,1小匙
755,19,25g
755,58,1個
755,318,1大匙
755,10,2大匙
755,179,100g
755,1941,40g
755,1015,適量
756,373,5條
756,15,10片
756,14,5顆
756,322,1支
756,42,1小顆
756,1630,10
756,36,1大把
756,119,隨意
756,1942,1大匙
756,18,2大匙
756,124,1小匙
756,19,1小匙
756,1068,1大匙
757,207,500克
757,14,3瓣
757,17,2茶匙
757,123,5茶匙
757,1608,4湯匙
757,26,1湯匙
757,896,1湯匙
758,1943,1盒
758,43,1根
758,14,5顆
758,387,3顆
758,1944,5塊
758,203,4朵
758,24,3大匙
758,176,1小匙
758,18,4大匙
759,1945,4片
759,1946,2隻
759,66,2根
759,1947,5瓣
759,17,1小匙
759,31,1/2小匙
759,584,6棵
760,113,300公克
760,1177,10根
760,1948,1根
760,530,1大匙
760,1128,2瓣
760,43,1根
760,254,1小節
760,901,2大匙
760,256,適量
760,1949,數十顆
760,18,2大匙
760,19,1小匙
760,45,1小匙
760,1950,1小匙
760,1068,1大匙
760,155,1小匙
761,280,1盒
761,210,1包
761,1951,3瓣
761,66,1根
761,18,1大匙
761,176,2大匙
761,1952,0.8杯
762,796,300克
762,154,20克
762,95,1小匙
762,213,1大匙
763,61,2個份
763,208,22g
763,109,20g
763,311,4g
763,309,30g
763,1953,1/4小匙
763,17,1小撮
763,1954,1/2小匙
763,58,2個份
763,1955,3g
764,469,3條
764,43,1支
764,137,1支
764,14,3-4顆
764,176,適量
764,26,適量
765,1956,一小盆
765,1128,1杯
765,254,一小塊
765,265,4小匙
765,108,3小匙
765,1957,3-4大匙
766,86,400克
766,17,一匙
766,31,少許
766,69,100克
766,10,50克
766,1958,50克
767,1959,1盤
767,1138,3片
768,186,2人份
768,42,半顆~1顆
768,66,1~2根
768,290,1小搓
768,248,半包~1包
768,355,適量
768,1960,適量
768,114,適量
768,86,適量
768,380,4大匙
768,92,2大匙
768,127,約1200cc
769,317,400克
769,318,10克（可自行調整）
769,298,40克
769,3,4顆
769,182,可加可不加
770,1961,60克
770,10,60克
770,84,1/8顆
770,255,2匙
770,18,2匙
770,19,1匙
770,1962,1匙
770,1963,適量
770,746,適量
771,1964,1.5杯（320g）
771,1965,2大勺（30g）
771,19,2大勺(20g)
771,1966,4大勺
771,368,2-3顆
771,1009,1大勺(13g)
771,1967,1大勺(9g)
771,992,1/2大勺(4.8g
771,1968,1个
771,10,1杯（240ml）
771,1969,1大勺(1.6g)
771,59,1小勺
772,257,360克
772,10,100克
772,109,少許
772,1970,1個
772,1855,5克
772,17,少許
772,19,30克
772,259,25克
772,1857,40克
772,77,40克
772,225,20克
772,68,少許
772,213,少許
773,1964,300克
773,1971,300克
773,27,30克
773,1972,少許
773,225,少許
774,1973,3片
774,1681,1大匙
774,24,1大匙
774,256,1小匙
774,1201,1小匙
774,35,3大匙
775,1974,500克
775,27,70克
775,156,20克
775,155,20克
775,1975,2湯匙
775,1976,5顆
775,24,1茶匙
776,1907,360克
776,1977,適量
777,1978,適量
777,1979,1支
777,616,適量
777,54,1碗
777,17,1小匙
777,1769,1碗
777,992,少許
778,276,30G
778,1472,150G
778,259,85G
778,17,0.5G
778,1980,100G
778,310,5G
778,1981,75G
778,1982,25G
779,580,250克
779,296,30克
779,25,1大匙
779,10,1碗
779,1983,適量
780,713,20尾
780,31,適量
780,95,1小匙
780,61,1顆
780,35,適量
780,746,適量
780,1984,1顆
781,202,260克
781,597,110克
781,156,15克
781,19,35克
781,2,200克
782,1170,100元
782,42,1個
782,196,400克
782,84,1/4顆
782,336,1顆
782,298,4大匙
783,1985,1根
783,1986,1匙
783,19,0.5匙
783,26,少許
783,45,1小匙
784,254,2條
784,299,全隻
784,84,2顆
784,162,10朵
784,1987,6大匙
784,17,1茶匙
784,1988,1小匙
785,423,1片
785,280,1盒
785,42,1顆
785,248,適量
785,433,35克
785,66,1根
785,144,1/4小匙
786,3,4個
786,1368,4條
786,319,2條
786,1989,1大匙
786,144,適量
786,18,1大匙
786,19,1小匙
786,256,1/4小匙
787,71,1盒
787,1359,2顆
787,14,2瓣
787,119,1條
787,66,1/2條
788,257,125克
788,10,82克
788,19,15
788,17,1.5克
788,352,3克
788,154,10克
788,1096,25克
789,43,5把
789,1990,200克
789,32,134克
789,901,適量
789,95,適量
790,1991,150g
790,1992,100g
790,1993,20g
790,1994,1張
790,1995,50g
791,3,5顆
791,563,25G
791,1996,各1大匙
791,1997,1條
791,1998,各100G
791,27,25G
791,1393,適量
791,1205,1/2小匙
792,1309,250公克
792,257,500公克
792,352,2.5公克
792,10,300公克
793,1999,400克
793,15,3-4片
793,2000,1株
793,1333,1小匙
793,2001,2大匙
793,296,3-4瓣
793,31,1/2小匙
793,19,1小匙
793,18,2匙
793,1641,1匙
793,233,1/3匙
793,356,2大匙
793,2002,1/2小匙
793,716,1片葉
793,1503,適量
794,299,1350克
794,254,1小塊
794,14,1-2顆
794,1410,30克
794,18,15克
794,25,15克
794,9,15克
794,1245,500毫克
794,156,少許
794,26,少許
794,36,少許
795,69,1杯半
795,127,1杯
795,27,1杯
795,276,4大匙
795,2003,2杯
795,2004,1杯
795,336,2個
795,17,1/2小匙
795,182,1小匙
795,55,1小匙
796,2005,250克
796,178,200毫升
796,3,1顆
796,2006,15克
796,17,1/3小匙
796,2007,1小匙
797,2008,8~10片
797,52,10公分
797,986,10克
797,336,1顆
797,113,200克
797,10,300克
797,17,15g
797,2009,1小匙
797,30,1/2小匙
797,225,2大匙
797,2010,1大匙
798,2011,600g
798,153,200g
798,2012,200g
799,109,515g
799,2013,2g
799,276,26g
799,307,245g
799,2014,130g
799,61,30g
799,384,1各
799,795,50g
800,82,2條
800,266,適量
800,2015,2大匙
800,26,2大匙
800,31,1茶匙
800,17,些許
801,332,3把
801,418,1碗
801,42,半顆
801,2016,1盒
801,90,1包
801,82,1條
801,429,1盒
801,2017,2包
801,10,1000cc
801,265,少許
801,18,1匙
801,225,1匙
802,2018,100克
802,179,100克
802,19,25克
802,309,10克
802,336,1顆
803,652,２條
803,9,50g
803,2019,適量
803,10,300cc
803,24,100cc
803,529,2顆
803,387,數顆
803,18,4大匙
805,257,200克
805,10,150克
805,95,2克
805,167,2克
805,156,10克
805,397,10克
806,280,2塊
806,66,2根
806,1831,1/5根
806,1549,2小匙
806,787,1大匙
806,10,2大匙
806,31,1/2小匙
807,2023,2片
807,2024,1顆
807,292,1顆
808,658,3顆
808,43,2根
808,119,2根
808,42,1/4顆
808,2025,5片(適量)
808,137,適量
808,213,1大匙
808,18,1.5大匙
808,45,1.5大匙
808,124,1大匙
808,896,1小匙
809,309,250克
809,2026,150克
809,312,100克
809,2027,100克
809,2028,2.5克
809,2029,100克
809,10,70克
809,2030,50克
810,2031,約25個
810,156,2杯
810,15,5片
811,469,2條
811,114,1塊
811,43,1支
812,257,250g
812,19,25g
812,17,4g
812,2032,7g
812,109,150g
812,336,1顆
812,1145,25g
812,77,100g
812,311,1大匙
812,2033,適量
813,382,200克
813,2034,1罐
813,229,10克
813,18,1大匙
813,213,1大匙
814,1890,1.5杯
814,84,1／4顆
814,164,150g
814,162,5朵
814,148,50g
814,52,1／4根
814,66,2支
814,17,適量
814,1763,2塊
814,787,1大匙
814,256,適量
814,161,1大匙
815,202,200克
815,19,50克
815,352,3克
815,69,300克
816,2035,2顆
816,2036,2大匙
816,2037,2大匙
816,14,1顆
816,1177,1小匙
816,17,1大匙
816,18,1大匙
816,24,1小匙
817,86,2條
817,2038,1包
817,2039,2條
817,2040,5朵
817,2041,20克
817,31,5克
817,1187,10克
817,17,1小匙
817,2042,700毫升
818,924,0.5米杯
818,1964,0.1米杯
818,370,0.3米杯
818,323,50克
818,2043,50克
818,2044,1-2張
819,647,2杯米(共20個壽司
819,760,60c.c.
819,2045,5片 (10個壽司)
819,207,1/2條(5個壽司)
819,2046,少許(5個壽司)
820,2047,20公分
820,52,1/3條
820,86,10公分
820,925,200克
820,2048,1盒
820,43,2支
820,380,2大匙
820,10,1200毫升
820,248,20克
821,2049,250g
821,179,150g
821,154,50g
821,314,適量
821,318,20g
821,1068,20g
822,2050,420g
822,178,500ml
822,2051,適量
822,17,2茶匙
822,68,適量
822,1286,適量
822,154,一小塊
822,129,20隻
822,580,1/3顆
822,373,兩個(約100g)
822,67,1/4罐
822,42,半顆
822,14,1瓣(約7g)
823,876,1大匙
823,1306,1塊
823,2052,1顆
823,1858,1人份
823,2053,2大匙
823,927,1匙
824,2054,500g
824,42,一顆
824,336,一顆
824,564,50g
824,109,20ml
824,95,一小湯匙
824,256,適量
824,255,適量
825,2055,1盒
825,95,1小匙
825,876,1大匙
825,24,1大匙
825,15,6片
826,1259,8顆
826,2056,200cc
826,821,80cc
826,40,200cc
826,2057,適量
826,27,80g
826,42,30g
826,14,30g
826,213,10g
826,119,20g
826,66,2-3根
827,706,8隻
827,2058,2盒
827,268,1小匙
827,348,2/3小匙
827,296,1/2小匙
827,18,1大匙
827,17,少許
827,19,少許
827,31,少許
827,24,1湯匙
827,2059,少許
828,2060,1顆
828,14,2瓣
828,17,1.5茶匙
829,2061,200克
829,8,200克
829,296,20克
829,17,1小匙
829,19,1茶匙
829,10,1碗
830,3,2顆
830,84,20-30g
830,44,10g
830,2062,適量
830,18,1小匙
830,256,適量
830,757,適量
830,2063,適量
831,69,150克
831,472,60克
831,32,30 克
831,95,1克
831,2064,10克
831,2065,21克
831,1297,180克
832,2066,3個
832,187,4支
832,119,1支
832,652,適量
832,17,適量
832,18,適量
833,2067,適量
833,120,600克
833,876,1湯匙
833,17,1/2茶匙
833,2068,1根
833,3,3個
833,758,適量
833,694,適量
833,2069,適量
834,1864,160g
834,442,4g
834,2070,50g
834,109,150g
834,397,適量
834,1009,適量
835,113,250g
835,2071,1大匙
835,24,1大匙
835,144,1大匙
835,19,1.5小匙
835,754,2大匙
835,18,0.5大匙
835,92,1小匙
835,42,60g
835,2072,0.5大匙
835,2073,1小匙
835,2074,1大匙
835,36,適量
835,2075,8個
835,1544,2大匙
836,1344,1份
836,2076,1份
836,2077,1份
836,830,2匙
836,18,1匙
836,318,1匙
836,19,半匙
836,296,1匙
837,2078,1盒
837,2079,1顆
837,2080,2匙
837,18,1小匙
837,1119,4片
838,2081,6塊
838,69,50g
838,384,1顆
838,10,40g-45g
838,2082,少許
839,382,1顆
839,1454,1條
840,336,3顆
840,2083,12-15顆
840,2084,約2米杯
840,2085,蛋的兩倍少一點
840,17,適量
840,77,適量
841,216,250g
841,884,60g
841,1328,2顆
841,1153,120g
841,309,10g
842,42,1顆
842,88,想放多少放多少
842,374,1隻
842,1680,6顆
842,710,1罐
842,685,半包
842,1279,1大匙
842,1235,1大匙
842,2086,少許
842,2087,少許
842,10,1大碗
842,176,1大匙
842,17,適量
842,255,4大匙
842,19,1大匙
842,1026,少許
843,1388,2片
843,66,1根
843,220,4片
843,1549,1小匙
843,787,1/2大匙
843,31,1/3小匙
843,24,4大匙
843,124,2大匙
844,2088,30g
844,1170,30g
844,580,數朵
844,563,30g
844,2087,20g
844,129,8尾
844,2089,200ml
844,178,100ml
844,67,20g
844,2090,適量
845,1123,半包
845,3,2個
845,129,150克
845,42,1/2顆
845,382,1/4顆
845,467,1/4顆
845,128,100克
845,870,10克
845,2091,5克
845,17,2克
845,472,20克
845,68,2克
846,170,2顆
846,18,30克
846,19,10克
846,859,15克
846,10,100毫升
846,1128,5克
846,43,1支
846,274,10克
847,1604,200毫升
847,1168,2隻
847,2092,2隻
847,1901,300公克
847,2093,200公克
847,43,1根
847,15,片
847,14,5顆
847,42,1/4顆
847,373,1根
847,90,少許
847,818,少許
847,187,3株
847,2094,各1/2顆
847,18,1大匙
847,25,1大匙
847,126,1小匙
847,19,少許
847,356,200毫升
848,1961,1杯
848,10,1杯
848,2095,0.5條
848,77,2支
848,256,2小匙
848,150,適量
848,148,1小把
848,1403,適量
848,137,1把
848,18,1大匙
848,2096,1小匙
849,2097,180克
849,2,150克
849,276,40克
849,2098,2片
850,713,12隻
850,155,5克
850,225,適量
850,1128,30克
850,2099,5克
850,68,2克
850,95,2克
850,362,1顆
851,2100,400公克
851,42,1/3個
851,2101,1個
851,14,2瓣
851,2102,100公克
851,24,1小匙
851,17,1/2小匙
851,58,1小匙
851,272,3大匙
851,19,2大匙
851,255,3大匙
851,10,1大匙
852,2103,半份
852,186,300克
852,89,1包
852,968,2-3片
852,356,150ml
852,40,300ml
852,95,適量
853,1628,2隻
853,43,2支
853,254,2片
853,1128,6-8粒
853,119,3根
853,24,200ml
853,18,200ml
853,127,400ml
853,19,3大匙
853,1854,可加可不加
854,69,150g
854,1338,75g
854,312,150g
854,442,7g
854,10,245g
855,873,200克
855,2104,100克
855,1177,10克
855,296,20克
855,18,1大匙
855,17,1小匙
855,26,2大匙
855,10,2大匙
856,2105,適量
856,207,3條
856,266,少許
856,18,1匙
856,176,1小匙
856,135,1小匙
856,19,適量
856,296,2顆
856,137,少許
856,26,少許
856,119,可無
856,1220,1盒
856,653,少許
856,1183,少許
856,2106,一副
856,113,一份
856,17,少許
856,31,少許
857,444,60g
857,166,50g
857,2107,6g
857,1401,15g
857,397,5g
857,19,10g
858,325,180g
858,276,70g
858,384,3顆
858,216,350g
858,208,100g
858,309,15g
858,179,30g
858,182,1茶匙
858,2108,2大匙
858,2109,20g
859,2110,8塊
859,2111,15朵
859,2112,260克
859,657,3棵
859,52,50克
859,66,1根
859,161,3大匙
859,1549,1.5大匙
859,787,1大匙
859,31,1小匙
859,138,1/2小匙
859,29,12小匙
859,10,600毫升
860,1231,2個
860,15,8片
860,14,3顆
860,322,4根
860,102,150克
860,176,150克
860,9,30克
860,2113,50克
860,1204,1包
861,69,200克
861,17,2克
861,472,75毫升
861,32,55毫升
861,2114,200克
861,10,500毫升
861,27,100克
862,2115,300克
862,15,5片
862,24,2大匙
862,876,3大匙
862,26,1小匙
862,17,適量
862,19,1大匙
862,18,1大匙
862,10,適量
862,992,6顆
863,113,300 g
863,129,150 g
863,3,1 顆
863,2116,半根
863,77,1 根
863,17,0.5 小匙
863,19,0.5 小匙
863,30,少許
863,18,2 大匙
863,92,1 大匙
864,2117,1
864,818,7根
865,2118,2顆
865,2119,1條
865,2120,500g
865,14,5瓣
865,66,2根
865,10,600cc
865,2121,3大匙
865,2122,2大匙
865,24,3大匙
865,2123,1/2茶匙
865,2124,少許
866,69,300g
866,10,50+20g
866,2032,5g
866,19,15g
866,17,2.5g
866,314,15g
867,588,1包
867,2125,10隻/100g
867,14,3顆
867,119,1根
868,2126,500克
868,2127,半個
868,1306,適量
868,992,適量
868,2128,1包
868,876,適量
868,24,適量
868,95,1大匙
868,62,1大匙
868,19,1茶匙
869,2129,1片
869,2130,1/2碗
869,2131,4塊
869,1266,24張
869,62,1大匙
870,125,300g
870,2132,約10支
870,42,半顆
870,36,適量
870,14,3~4瓣
870,2133,適量
870,271,2大匙
870,18,1大匙
870,135,半顆
871,749,250克
871,2134,100克
871,266,50克
871,95,1小匙
871,256,1小匙
872,2135,320克
872,25,1大匙
872,18,1大匙
872,255,1大匙
872,24,1大匙
872,318,1大匙
872,229,1小匙
872,225,1小匙
873,2136,250g
873,10,180g
873,2137,150g
873,307,80g
873,276,150g
874,3,2顆（100g）
874,17,1g
874,30,少許
874,166,150g
874,129,6顆
875,370,1杯
875,2138,1罐
875,202,1/4顆
875,104,2-3朵
875,10,85ml
875,443,1小包
875,68,適量
876,257,250克
876,17,2克
876,352,3克
876,938,135克
876,276,20克
876,27,30克
877,113,5片
877,210,1包
877,97,1盒
877,42,1顆
877,3,1顆
877,2139,50毫升
877,31,適量
877,860,350克
877,2140,2包
877,10,1.6公升
878,42,1顆
878,14,3瓣
878,270,少許
878,18,2大匙
878,427,2大匙
878,24,1大匙
878,27,1大匙
878,89,半包
878,375,半包
878,105,1支
878,77,少許
878,264,幾片
878,3,3顆
879,309,120g
879,442,5g
879,55,2.5g
879,153,30g
879,2141,15g
879,17,2g
879,384,3顆
879,901,120g
879,1436,50g
879,2142,1瓶
879,2143,30g
880,309,250克
880,442,3克
880,208,30克
880,2144,30克
880,3,2顆
880,318,15克
881,1123,400g
881,84,500克
881,2145,3-4把
881,266,120克
881,2146,250克
881,129,10尾
881,296,4瓣
881,144,2-3匙
881,101,3-4碗
881,18,3-4大匙
881,25,1匙
881,31,1/4小匙
881,1333,1/8小匙
881,2001,半小匙
881,2147,1/3小匙
882,2148,1.5斤（900克）
882,144,少許
882,397,少許
882,226,15克
882,37,5克（依口味增減）
882,2149,10克
882,1191,5克
882,68,5克
882,17,8克
882,19,15克
882,155,1大匙
882,25,25克
882,18,10克
882,1604,10克
883,1680,9顆
883,154,1小塊
883,138,適量
884,3,2顆
884,19,40克
884,109,50克
884,156,15克
884,309,100克
884,167,1.5克
884,2150,適量
885,82,2-3條
885,2151,適量
885,3,2顆
885,24,1大匙
885,17,1/8茶匙
885,2152,少許
886,2153,350克
886,2154,220克
886,2111,20朵
886,1434,3大匙
886,161,4大匙
886,52,1條
886,2155,200克
886,42,1顆
886,1549,3大匙
886,787,2小匙
886,31,1/3小匙
886,29,1/3小匙
886,17,1/2小匙
886,2156,1小匙
887,2157,4顆
887,2158,6顆
887,1769,300ml
887,17,少許
887,31,少許
887,26,1/2茶匙
887,155,1/2茶匙
887,10,2小匙
888,82,1條
888,289,20克
888,17,適量
888,68,適量
889,281,半顆
889,154,1小塊
889,3,3顆
889,95,些許
890,735,460克
890,208,90克
890,3,3顆
890,179,45克
890,182,5克
890,135,10克
890,2159,14克
890,151,570克
890,276,35克
890,2160,6克
891,2161,400克
891,296,3瓣
891,18,15克
891,2162,2克
891,42,半顆
891,468,560克
891,2163,3克
891,2164,3克
892,97,3塊
892,925,300g
892,14,2瓣
892,18,180ml
892,92,90ml
892,27,1.5大匙
892,24,2.5大匙
892,40,1200ml
892,77,少許
893,1436,120克
893,2142,100克
893,2165,120克
893,153,110克
893,309,150克
893,1358,4克
893,901,150克
893,975,50克
894,580,1/2顆（300g）
894,2166,1大勺
894,8,1顆
894,79,2瓣
894,255,2大勺
894,19,2小勺
894,17,1/2小勺
895,1206,4片
895,336,三顆
895,109,三大匙
895,2167,適量
896,309,110克
896,363,20克
896,259,15克
896,2168,40克
896,276,20克
896,384,120克
896,17,1小匙
896,109,280克
896,27,40克
896,298,20克
896,2169,1小匙
896,2170,23顆
897,216,250克
897,3,2顆
897,179,200毫升
897,19,90克
897,309,15克
898,2103,1/2個
898,52,1/4個
898,14,5-6瓣
898,254,1小段
898,95,白菜重3%
898,19,3大匙
898,45,3大匙
898,883,1塊
898,820,1茶匙
898,876,適量
899,658,4顆
899,279,8片
899,221,3瓣
899,119,1/3根
899,2171,2株
899,1549,2小匙
899,31,1/2小匙
899,138,1/2小匙
899,29,1/2小匙
899,787,2小匙
899,10,2大匙
900,473,75克
900,27,30克
900,18,8克
900,45,45克
900,155,15克
900,127,75克
900,1843,500克
900,348,3克
900,467,1/2顆
900,1022,1/2顆
900,207,1條
901,113,300克
901,2172,2匙
901,18,2匙
901,95,少許
901,76,1大匙
901,2173,1匙
901,296,2大匙
901,156,1匙
902,2174,1尾
902,24,1小匙
902,2175,淹過半尾魚高度
902,296,5瓣
902,268,2根
902,119,1條
902,19,1大匙
902,255,1大匙
902,45,1大匙
902,10,2大匙
902,18,1茶匙
903,608,1顆
903,129,4隻
903,637,1個
903,43,1根
903,14,1瓣
903,17,1茶匙
903,1687,1茶匙
903,31,1茶匙
903,10,500毫升
903,119,1根
904,276,60g
904,2176,30g
904,309,20g
904,442,一小搓
904,307,70g
904,58,80g
904,2177,10g
904,318,10g
904,182,1/2 茶匙
904,2178,適量
905,713,一斤(600g)
905,42,半顆
905,362,1顆
905,176,40g
905,18,30g
905,233,30g
905,271,5g
905,350,10g
905,2179,10g
905,153,15g
905,137,1株
905,254,3片
905,66,2支
905,24,3大匙
906,148,適量
906,203,6～7朵
906,818,1～2根
906,2180,適量
906,52,小碗半碗
906,2104,1大把
906,95,1大匙
906,206,1小匙
907,69,84g
907,109,155g
907,223,58g
907,2181,55g
907,336,1
907,17,2g
907,27,35g
907,599,100g
907,298,22g
907,179,200g
907,2182,30g
907,314,16g
907,154,34g
908,2183,2個
908,109,20克
908,311,5克
908,182,5克
908,309,25克
908,259,5克
908,442,3克
908,135,5克
909,2184,2根
909,296,4瓣
909,95,1茶匙
910,469,2條
910,524,2片
910,15,8片
910,14,5瓣
910,36,1小把
910,876,1大匙
910,24,1大匙
910,18,1.5大匙
910,19,1小匙
911,1508,1罐
911,109,2杯
911,336,3顆
911,17,適量
912,178,400c.c.
912,1153,200c.c.
912,1512,6克
912,208,40克
912,180,3片(8克)
912,2185,適量
913,2186,100g
913,911,100g
913,69,200g
913,671,3g
913,19,30g
913,3,1顆
913,144,15g
913,166,30g
913,1009,適量
914,2187,570g
914,15,15g
914,322,20g
914,14,10g
914,883,2塊(約60g)
914,18,20g
914,19,15g
915,2188,8片
915,66,1/2根
915,42,1/8顆
915,18,2大匙
915,10,3大匙
915,19,1大匙
915,274,1大匙
915,1477,適量
916,33,4片
916,1222,4片
916,878,4片
916,30,少許
916,3,一顆
916,298,適量
916,564,適量
917,2148,9隻
917,18,1大匙
917,1178,1大匙
917,17,1小匙
917,2189,1大匙
917,989,2大匙
917,15,3片
917,24,1小匙
917,1687,1小匙
917,14,2瓣
918,84,半顆
918,2190,3個
918,264,3根或大的一根
918,42,1個
918,2191,2大匙
918,62,2大匙
918,225,2大匙
918,10,四大杯
918,17,適量
919,2192,152g
919,109,32g
919,336,3
919,2193,22g
919,298,22g
919,154,38g
919,2194,16g
919,314,12g
919,309,42g
919,311,28g
919,1886,20g
919,27,28g
919,2195,17g
920,71,1盒
920,43,3支
920,36,1小把
920,1425,3大匙
921,105,1隻
921,2196,2隻
921,1101,適量
921,144,些許
921,26,些許
921,1987,1大匙
921,24,1大匙
